customer_id,recency_status,monetary_status,frequency_status
15565,Needs Attention,Very Low Value,Few
15567,Recent,Very Low Value,One-Time
15568,Recent,Low Value,Few
15569,At Risk,Average Value,Occasional
15570,Recent,Average Value,Frequent
15571,Recent,Low Value,Occasional
15572,Recent,Average Value,Frequent
15573,Needs Attention,Low Value,Few
15574,At Risk,Low Value,Occasional
15576,Needs Attention,Low Value,One-Time
15577,At Risk,Very Low Value,Few
15578,At Risk,Very Low Value,One-Time
15579,Needs Attention,Low Value,Few
15581,At Risk,Low Value,Frequent
15582,Recent,Low Value,Few
15584,Recent,Low Value,Occasional
15585,At Risk,Low Value,One-Time
15587,Needs Attention,Low Value,Occasional
15589,Churned,Low Value,Few
15592,Needs Attention,Low Value,One-Time
15593,Needs Attention,Very Low Value,One-Time
15594,Recent,Average Value,Occasional
15596,At Risk,Average Value,Occasional
15597,Needs Attention,Low Value,One-Time
15598,Needs Attention,Very Low Value,One-Time
15599,Recent,Low Value,Few
15601,Recent,High Value,Frequent
15602,Recent,Average Value,Frequent
15603,Needs Attention,Very Low Value,One-Time
15604,Needs Attention,Very Low Value,One-Time
15605,Needs Attention,Average Value,Occasional
15606,Needs Attention,Average Value,Frequent
15607,Churned,Very Low Value,One-Time
15608,Recent,Average Value,Occasional
15609,Churned,Very Low Value,One-Time
15610,Needs Attention,Very Low Value,One-Time
15611,Recent,Average Value,Frequent
15612,Needs Attention,Very Low Value,Few
15615,Recent,High Value,Frequent
15618,Needs Attention,Low Value,Occasional
15619,Recent,Low Value,One-Time
15620,Needs Attention,Average Value,Few
15621,Recent,Average Value,Occasional
15622,Needs Attention,Average Value,Frequent
15623,At Risk,Low Value,One-Time
15624,At Risk,Low Value,Occasional
15625,At Risk,Average Value,Occasional
15626,Needs Attention,Low Value,Few
15628,Recent,Average Value,Frequent
15630,Needs Attention,Average Value,Few
15632,Recent,Average Value,Frequent
15634,Recent,Very Low Value,One-Time
15636,Needs Attention,Low Value,Few
15637,Needs Attention,Very Low Value,One-Time
15639,At Risk,Low Value,One-Time
15640,Recent,High Value,Frequent
15641,At Risk,Average Value,Occasional
15643,Churned,Low Value,Few
15644,At Risk,Low Value,Occasional
15645,Recent,Low Value,One-Time
15646,At Risk,Low Value,Few
15648,Churned,Low Value,Few
15649,Churned,Low Value,Few
15651,Needs Attention,Low Value,Few
15652,Needs Attention,Low Value,One-Time
15653,At Risk,Low Value,Few
15654,Recent,Low Value,Few
15655,Churned,Low Value,One-Time
15656,Needs Attention,Low Value,Occasional
15657,Recent,Very Low Value,One-Time
15658,Churned,Average Value,Occasional
15659,Needs Attention,Low Value,One-Time
15660,Recent,Average Value,Frequent
15661,Churned,Low Value,Few
15663,At Risk,Very Low Value,One-Time
15664,Needs Attention,Low Value,One-Time
15665,At Risk,Average Value,Few
15667,Needs Attention,Low Value,One-Time
15668,Churned,Very Low Value,One-Time
15669,Needs Attention,Low Value,Occasional
15670,Churned,Very Low Value,One-Time
15671,Recent,Average Value,Frequent
15673,Needs Attention,Average Value,Occasional
15674,Needs Attention,Average Value,Occasional
15675,Needs Attention,Low Value,Few
15676,Recent,Average Value,Few
15677,Needs Attention,Low Value,One-Time
15678,Needs Attention,Low Value,One-Time
15679,Recent,Low Value,Occasional
15680,Recent,Average Value,Few
15681,Recent,Average Value,Occasional
15683,At Risk,Very Low Value,One-Time
15687,Recent,Average Value,Frequent
15689,At Risk,Very Low Value,Few
15690,Recent,Very Low Value,Few
15691,Churned,Very Low Value,One-Time
15692,Recent,Very Low Value,One-Time
15694,Recent,High Value,Frequent
15695,Churned,Low Value,Few
15696,Needs Attention,Average Value,Frequent
15699,Recent,Low Value,One-Time
15700,At Risk,Low Value,Few
15701,Recent,Average Value,Occasional
15703,Churned,Very Low Value,One-Time
15704,At Risk,Average Value,Occasional
15705,Churned,Very Low Value,One-Time
15706,Needs Attention,Average Value,Occasional
15707,Needs Attention,Low Value,Occasional
15708,Needs Attention,Average Value,Frequent
15709,Churned,Very Low Value,One-Time
15712,Recent,Average Value,Occasional
15713,At Risk,Low Value,Few
15714,Recent,Low Value,Few
15716,At Risk,Average Value,Occasional
15717,Churned,Very Low Value,One-Time
15719,Needs Attention,High Value,Frequent
15720,Recent,Low Value,One-Time
15721,Recent,Low Value,One-Time
15722,Needs Attention,Average Value,Occasional
15723,Churned,Very Low Value,One-Time
15724,Churned,Very Low Value,Few
15725,Recent,Low Value,One-Time
15727,Recent,High Value,Frequent
15729,Churned,Very Low Value,One-Time
15730,Needs Attention,Average Value,Few
15732,Churned,Very Low Value,Few
15733,Churned,Very Low Value,One-Time
15734,At Risk,Average Value,Few
15737,Recent,Average Value,Frequent
15738,Recent,Average Value,Frequent
15739,Needs Attention,Low Value,One-Time
15740,Needs Attention,Very Low Value,One-Time
15743,Recent,Low Value,Occasional
15744,Needs Attention,Very Low Value,One-Time
15745,Recent,Average Value,Occasional
15746,At Risk,Very Low Value,One-Time
15747,Recent,Low Value,Few
15748,Needs Attention,Very Low Value,One-Time
15749,Churned,High Value,Few
15750,Recent,Average Value,Frequent
15752,Needs Attention,Average Value,Frequent
15753,Churned,Very Low Value,One-Time
15754,Needs Attention,Low Value,Few
15755,Recent,Average Value,Frequent
15756,Needs Attention,Low Value,Occasional
15757,Needs Attention,Low Value,Few
15758,Recent,Very Low Value,One-Time
15759,Churned,Very Low Value,Few
15762,Needs Attention,Low Value,Few
15763,Needs Attention,Average Value,Few
15764,Needs Attention,Average Value,Frequent
15766,Needs Attention,Low Value,One-Time
15768,At Risk,Low Value,Few
15769,Recent,High Value,Frequent
15773,Recent,Low Value,One-Time
15774,Needs Attention,Very Low Value,One-Time
15775,Churned,Very Low Value,One-Time
15776,At Risk,Very Low Value,One-Time
15777,Churned,Average Value,Occasional
15780,Churned,Low Value,Few
15781,Recent,Low Value,Few
15782,Recent,Average Value,Few
15783,Recent,Very Low Value,One-Time
15785,Needs Attention,Average Value,Occasional
15786,Needs Attention,Average Value,Few
15787,Recent,Low Value,Few
15789,Churned,Low Value,One-Time
15790,Recent,Very Low Value,One-Time
15791,Needs Attention,Average Value,Few
15793,Recent,Low Value,Few
15795,At Risk,Low Value,One-Time
15796,Recent,Average Value,Frequent
15797,At Risk,Average Value,Few
15799,Needs Attention,Low Value,Few
15800,At Risk,Low Value,Few
15801,Needs Attention,Average Value,Few
15803,Needs Attention,Low Value,One-Time
15804,Recent,Average Value,Frequent
15805,Recent,High Value,Frequent
15806,Needs Attention,Low Value,Few
15807,Needs Attention,Low Value,Few
15808,Churned,Average Value,Occasional
15809,Needs Attention,Low Value,Occasional
15810,Needs Attention,Average Value,Occasional
15811,Recent,Average Value,Frequent
15812,At Risk,Average Value,Occasional
15813,Churned,Average Value,Few
15814,Recent,Average Value,Occasional
15815,Needs Attention,Average Value,Occasional
15819,Needs Attention,Average Value,Occasional
15820,Churned,Very Low Value,One-Time
15821,Needs Attention,Low Value,Few
15822,Recent,Low Value,Few
15825,At Risk,Low Value,One-Time
15826,Needs Attention,Average Value,Few
15827,Needs Attention,Average Value,Frequent
15829,At Risk,Low Value,Few
15830,Needs Attention,Low Value,One-Time
15831,Needs Attention,Low Value,Few
15832,Churned,Low Value,One-Time
15834,Needs Attention,Average Value,Occasional
15835,Needs Attention,Low Value,Occasional
15836,Needs Attention,Very Low Value,One-Time
15837,Needs Attention,Low Value,One-Time
15838,Recent,High Value,Frequent
15839,Needs Attention,Average Value,Few
15840,Needs Attention,Low Value,Few
15841,Needs Attention,Average Value,Occasional
15843,Churned,Very Low Value,One-Time
15844,Needs Attention,Very Low Value,One-Time
15845,Recent,Average Value,Frequent
15847,Needs Attention,Low Value,Few
15850,Recent,Very Low Value,Few
15852,Churned,Very Low Value,Few
15853,Needs Attention,Very Low Value,One-Time
15854,Recent,Average Value,Frequent
15855,At Risk,Low Value,Occasional
15856,Recent,High Value,Frequent
15857,Recent,Very Low Value,One-Time
15858,Recent,Average Value,Occasional
15860,Needs Attention,Low Value,Frequent
15861,Recent,Average Value,Frequent
15862,Recent,Low Value,Occasional
15863,Recent,Very Low Value,Few
15864,Recent,Average Value,Frequent
15865,Needs Attention,Low Value,Few
15866,At Risk,Very Low Value,One-Time
15867,Recent,Average Value,Frequent
15869,Churned,Very Low Value,Few
15870,Needs Attention,Low Value,One-Time
15872,Recent,Low Value,Few
15874,Needs Attention,Average Value,Frequent
15877,Recent,Low Value,Few
15880,Churned,Low Value,One-Time
15881,Churned,Low Value,Occasional
15882,Churned,Low Value,Occasional
15883,Recent,Low Value,Few
15885,At Risk,Low Value,One-Time
15886,Needs Attention,Very Low Value,One-Time
15888,Needs Attention,Very Low Value,One-Time
15889,At Risk,Low Value,Few
15891,Churned,Low Value,One-Time
15894,Churned,Very Low Value,Few
15895,At Risk,Very Low Value,One-Time
15897,Churned,Very Low Value,Few
15898,Recent,Average Value,Occasional
15899,Churned,Very Low Value,One-Time
15900,Recent,Low Value,One-Time
15901,Recent,Low Value,Few
15903,Recent,High Value,Frequent
15904,Recent,Very Low Value,One-Time
15906,Recent,Average Value,Frequent
15907,Recent,Low Value,Few
15909,At Risk,Very Low Value,One-Time
15910,Recent,Average Value,Frequent
15912,At Risk,Very Low Value,Few
15916,Recent,Average Value,Frequent
15917,Churned,Very Low Value,One-Time
15918,Churned,Low Value,Few
15919,Recent,Low Value,Few
15920,At Risk,Very Low Value,Few
15921,At Risk,Low Value,One-Time
15922,Churned,Low Value,One-Time
15923,Churned,Very Low Value,One-Time
15925,Churned,Very Low Value,One-Time
15930,Needs Attention,Low Value,One-Time
15932,Recent,Average Value,Frequent
15933,Recent,Average Value,Few
15935,Churned,Very Low Value,One-Time
15937,Needs Attention,Very Low Value,One-Time
15938,At Risk,Low Value,Occasional
15939,Needs Attention,High Value,Frequent
15940,Churned,Very Low Value,One-Time
15942,At Risk,Low Value,One-Time
15944,Churned,Low Value,One-Time
15945,Churned,Very Low Value,One-Time
15947,Needs Attention,Average Value,One-Time
15948,Recent,Low Value,Few
15949,Recent,Low Value,Few
15950,Needs Attention,Average Value,Occasional
15951,Recent,Low Value,Few
15952,Needs Attention,Low Value,Occasional
15953,Recent,Average Value,Frequent
15955,Recent,Average Value,Frequent
15957,Needs Attention,Low Value,One-Time
15958,Needs Attention,Very Low Value,One-Time
15963,Recent,Low Value,Few
15965,Recent,Low Value,Occasional
15967,Recent,Low Value,Few
15969,Recent,Low Value,Few
15970,Churned,Low Value,One-Time
15971,Recent,Average Value,Frequent
15973,Churned,Low Value,One-Time
15974,Needs Attention,Average Value,Frequent
15975,Needs Attention,Low Value,One-Time
15976,At Risk,Low Value,Few
15977,Recent,Average Value,Few
15978,Needs Attention,Average Value,One-Time
15980,Needs Attention,Average Value,Few
15981,Recent,Average Value,Frequent
15983,Recent,Average Value,Occasional
15984,Recent,Average Value,Frequent
15985,At Risk,Average Value,Few
15986,Recent,Very Low Value,One-Time
15987,Recent,Average Value,Frequent
15988,Recent,Very Low Value,One-Time
15990,Needs Attention,Low Value,Few
15992,Recent,Very Low Value,One-Time
15993,Recent,Average Value,Frequent
15994,Needs Attention,Low Value,One-Time
15996,Needs Attention,Average Value,Frequent
15998,Needs Attention,Average Value,Occasional
16000,Recent,High Value,Few
16003,Recent,Average Value,Occasional
16005,Recent,Low Value,Occasional
16006,Churned,Very Low Value,One-Time
16007,Needs Attention,Average Value,Occasional
16008,Recent,Low Value,Few
16009,Recent,Low Value,Occasional
16010,Churned,Low Value,Few
16011,Recent,Average Value,Frequent
16012,Needs Attention,Average Value,Few
16013,Recent,High Value,Frequent
16014,Needs Attention,Low Value,Few
16015,Recent,Low Value,Few
16016,Recent,Average Value,Frequent
16017,Needs Attention,Very Low Value,One-Time
16018,Needs Attention,Low Value,Few
16019,Needs Attention,Average Value,Frequent
16020,Recent,Low Value,Few
16022,Churned,Low Value,One-Time
16023,Needs Attention,Low Value,Few
16024,Recent,Very Low Value,One-Time
16025,Recent,Low Value,One-Time
16026,Needs Attention,Very Low Value,One-Time
16027,At Risk,Low Value,Frequent
16029,Needs Attention,High Value,Frequent
16030,Churned,Low Value,One-Time
16031,At Risk,Low Value,Few
16033,Recent,High Value,Frequent
16034,Churned,Low Value,Few
16036,Needs Attention,Low Value,Few
16037,Churned,Low Value,Few
16038,Recent,Low Value,Few
16040,Needs Attention,Average Value,Few
16041,Recent,Average Value,Few
16042,Recent,Average Value,Occasional
16043,Needs Attention,Low Value,Occasional
16045,At Risk,Average Value,Occasional
16048,Churned,Very Low Value,Few
16049,Needs Attention,Average Value,Few
16050,At Risk,Very Low Value,One-Time
16052,Needs Attention,Low Value,One-Time
16053,Needs Attention,Average Value,Few
16054,At Risk,Low Value,One-Time
16055,Churned,Very Low Value,One-Time
16056,Needs Attention,Low Value,One-Time
16057,Recent,Average Value,Frequent
16059,Needs Attention,Average Value,Frequent
16062,Recent,Average Value,Occasional
16063,Churned,Low Value,One-Time
16065,Churned,Low Value,One-Time
16066,Recent,Average Value,Occasional
16070,Recent,Low Value,Few
16071,Needs Attention,Low Value,One-Time
16072,Churned,Low Value,One-Time
16073,Churned,Very Low Value,One-Time
16076,Recent,Average Value,Frequent
16078,Churned,Very Low Value,One-Time
16079,Recent,Average Value,Few
16080,Needs Attention,Very Low Value,Few
16081,Needs Attention,Average Value,Occasional
16083,At Risk,Average Value,Few
16084,Churned,Low Value,One-Time
16085,Recent,Low Value,Occasional
16086,Needs Attention,Average Value,Occasional
16091,At Risk,Low Value,Few
16092,At Risk,Low Value,Few
16093,At Risk,Very Low Value,One-Time
16094,Recent,Average Value,Occasional
16096,Churned,Low Value,One-Time
16097,Churned,Very Low Value,One-Time
16098,Needs Attention,Average Value,Frequent
16099,Needs Attention,Low Value,Few
16101,Needs Attention,Average Value,One-Time
16102,Needs Attention,Average Value,Few
16103,Recent,Average Value,Frequent
16104,Needs Attention,Low Value,One-Time
16105,Churned,Low Value,One-Time
16106,Needs Attention,Very Low Value,One-Time
16107,Recent,Average Value,Frequent
16108,Needs Attention,Low Value,One-Time
16109,Churned,Low Value,Few
16110,Needs Attention,Average Value,Few
16112,At Risk,Very Low Value,Occasional
16113,Churned,Very Low Value,One-Time
16114,At Risk,Very Low Value,One-Time
16115,Recent,Average Value,Frequent
16116,Churned,Low Value,One-Time
16117,Churned,Very Low Value,One-Time
16119,Recent,Low Value,Few
16120,Needs Attention,Average Value,Occasional
16121,Needs Attention,Low Value,Few
16122,Needs Attention,Low Value,Occasional
16123,Needs Attention,Low Value,One-Time
16124,Churned,Very Low Value,One-Time
16125,Churned,Very Low Value,One-Time
16126,Recent,High Value,Occasional
16127,Needs Attention,Low Value,One-Time
16128,Recent,Average Value,Occasional
16131,Needs Attention,Average Value,Frequent
16133,Recent,High Value,Frequent
16134,Recent,Low Value,Few
16135,Churned,Low Value,One-Time
16136,Needs Attention,Low Value,Few
16139,Recent,Low Value,Few
16140,Needs Attention,Low Value,Few
16141,Needs Attention,Low Value,One-Time
16142,Churned,Low Value,One-Time
16143,Recent,Average Value,Frequent
16144,Churned,Very Low Value,One-Time
16145,Recent,Average Value,Frequent
16146,At Risk,Low Value,Few
16147,At Risk,Low Value,One-Time
16148,Churned,Very Low Value,One-Time
16149,Recent,Very Low Value,Few
16150,Needs Attention,Average Value,Occasional
16152,Churned,Average Value,One-Time
16153,Needs Attention,Average Value,Occasional
16156,Recent,Average Value,Frequent
16157,Recent,Low Value,Few
16159,Churned,Low Value,One-Time
16160,Needs Attention,Average Value,Few
16161,Recent,High Value,Frequent
16162,Churned,Very Low Value,One-Time
16163,Churned,Low Value,Few
16164,Recent,Low Value,Few
16168,Recent,Average Value,Frequent
16169,Recent,Average Value,Occasional
16170,Needs Attention,Average Value,Frequent
16171,Needs Attention,Very Low Value,One-Time
16172,At Risk,Average Value,Occasional
16173,Recent,Average Value,Frequent
16174,At Risk,Average Value,Few
16175,At Risk,Average Value,Occasional
16177,Needs Attention,Low Value,One-Time
16178,At Risk,Very Low Value,One-Time
16179,Needs Attention,Very Low Value,One-Time
16180,At Risk,High Value,Frequent
16181,Needs Attention,Low Value,One-Time
16182,Needs Attention,High Value,Occasional
16183,Needs Attention,Low Value,One-Time
16184,Needs Attention,Average Value,Frequent
16185,Recent,Low Value,Few
16186,Recent,Average Value,Frequent
16187,Needs Attention,High Value,Frequent
16188,Needs Attention,Low Value,Occasional
16189,Recent,Very Low Value,Few
16190,Needs Attention,Very Low Value,One-Time
16191,Recent,High Value,Frequent
16193,Churned,Low Value,One-Time
16198,Needs Attention,Low Value,One-Time
16200,Recent,Average Value,Few
16201,Recent,Average Value,Occasional
16202,Churned,Low Value,One-Time
16203,Needs Attention,Low Value,Occasional
16204,Recent,Low Value,One-Time
16205,Recent,Low Value,Occasional
16206,Needs Attention,Low Value,Occasional
16207,Recent,Low Value,One-Time
16208,Needs Attention,Low Value,Few
16209,Needs Attention,Average Value,Occasional
16210,Recent,High Value,Frequent
16211,Needs Attention,Low Value,One-Time
16212,Recent,Low Value,Few
16213,Needs Attention,Very Low Value,One-Time
16214,At Risk,Average Value,Few
16215,Needs Attention,Very Low Value,One-Time
16216,Churned,Low Value,One-Time
16217,Churned,Low Value,Few
16218,Recent,Average Value,Frequent
16221,Needs Attention,Low Value,Few
16222,Churned,Low Value,One-Time
16224,Needs Attention,Average Value,Occasional
16225,Needs Attention,Average Value,Occasional
16226,Churned,Very Low Value,Few
16227,Churned,Low Value,One-Time
16229,Needs Attention,Average Value,Few
16230,Churned,Low Value,Few
16232,Needs Attention,Low Value,Occasional
16233,Needs Attention,Low Value,Few
16235,Needs Attention,Low Value,Occasional
16236,Needs Attention,Low Value,One-Time
16239,Needs Attention,Low Value,Few
16240,Recent,Average Value,Few
16241,Recent,Average Value,Frequent
16242,Recent,Average Value,Frequent
16243,Needs Attention,Low Value,Few
16244,Churned,Average Value,Few
16245,Recent,Average Value,Few
16247,At Risk,Very Low Value,One-Time
16248,Needs Attention,Very Low Value,One-Time
16249,Needs Attention,Average Value,Occasional
16250,Churned,Low Value,Few
16253,Needs Attention,Average Value,Few
16255,Recent,Average Value,Frequent
16256,Churned,Low Value,One-Time
16257,At Risk,Very Low Value,One-Time
16258,Needs Attention,High Value,Occasional
16260,Needs Attention,Average Value,One-Time
16261,Recent,Low Value,Occasional
16265,Recent,High Value,Frequent
16266,Needs Attention,Low Value,Frequent
16268,Needs Attention,Low Value,Few
16270,Churned,Average Value,One-Time
16271,Recent,Average Value,Occasional
16272,At Risk,Low Value,One-Time
16274,Churned,Low Value,One-Time
16275,Churned,Low Value,One-Time
16276,At Risk,Low Value,One-Time
16278,At Risk,Low Value,One-Time
16279,Recent,Average Value,Few
16281,Needs Attention,Average Value,One-Time
16282,Churned,Very Low Value,One-Time
16283,Recent,Average Value,Occasional
16284,Recent,Low Value,Few
16287,At Risk,Very Low Value,One-Time
16292,At Risk,Low Value,One-Time
16293,Recent,Average Value,Frequent
16295,Recent,Average Value,Occasional
16297,Churned,Low Value,One-Time
16298,Recent,Low Value,Few
16302,At Risk,Very Low Value,One-Time
16303,Recent,High Value,Few
16305,At Risk,Low Value,One-Time
16306,Churned,Low Value,Frequent
16308,Needs Attention,Average Value,Occasional
16309,At Risk,Low Value,Few
16311,Recent,Low Value,Few
16313,Recent,Very Low Value,Few
16315,Churned,Very Low Value,One-Time
16316,Needs Attention,Average Value,Frequent
16317,At Risk,Average Value,Few
16318,Needs Attention,Low Value,One-Time
16319,Churned,Low Value,One-Time
16320,At Risk,Average Value,Few
16321,Needs Attention,Low Value,Occasional
16322,Recent,Low Value,Few
16323,Churned,Very Low Value,One-Time
16324,At Risk,Low Value,Few
16325,Needs Attention,Low Value,Few
16326,Recent,Average Value,Frequent
16327,Recent,Average Value,Frequent
16330,Recent,Very Low Value,Few
16332,Recent,Average Value,Frequent
16333,Recent,High Value,Frequent
16337,Needs Attention,Very Low Value,One-Time
16338,At Risk,Very Low Value,One-Time
16339,Churned,Very Low Value,One-Time
16340,At Risk,Low Value,One-Time
16341,Recent,Average Value,Occasional
16342,Needs Attention,Low Value,Occasional
16343,Recent,Low Value,Few
16344,At Risk,Very Low Value,One-Time
16345,Needs Attention,Low Value,One-Time
16347,Recent,Low Value,Few
16348,Needs Attention,Average Value,Frequent
16349,Churned,Very Low Value,One-Time
16350,Recent,Average Value,Occasional
16351,Churned,Very Low Value,One-Time
16352,Recent,Low Value,Few
16353,Recent,High Value,Frequent
16354,Needs Attention,Low Value,Few
16356,Churned,Very Low Value,Few
16357,Needs Attention,Low Value,Few
16358,Recent,Average Value,Occasional
16359,Recent,Average Value,Frequent
16360,Recent,Average Value,Frequent
16361,Recent,Low Value,Occasional
16362,Needs Attention,Low Value,Occasional
16363,Needs Attention,Very Low Value,One-Time
16364,Recent,Low Value,Few
16365,Recent,Average Value,Frequent
16366,Recent,Low Value,One-Time
16367,Needs Attention,Low Value,Few
16368,Recent,Low Value,Few
16369,Recent,Average Value,Few
16370,Needs Attention,Average Value,Occasional
16372,Needs Attention,Low Value,Few
16374,Needs Attention,Low Value,Few
16376,Recent,Low Value,Few
16377,Churned,Low Value,One-Time
16378,Churned,Low Value,Few
16379,Recent,Average Value,Occasional
16380,Needs Attention,Average Value,One-Time
16383,Needs Attention,Low Value,Few
16384,Needs Attention,Low Value,Few
16385,Needs Attention,Low Value,Few
16386,Recent,Low Value,Few
16387,Churned,Very Low Value,One-Time
16389,Needs Attention,Average Value,Occasional
16392,Churned,Very Low Value,One-Time
16393,Recent,Average Value,Frequent
16394,Needs Attention,Average Value,Occasional
16395,Needs Attention,Average Value,Occasional
16398,At Risk,Average Value,Few
16399,Recent,Low Value,Few
16400,At Risk,Low Value,One-Time
16401,Recent,Average Value,Frequent
16402,Churned,Very Low Value,Few
16403,Churned,Very Low Value,One-Time
16404,Needs Attention,Low Value,One-Time
16405,Churned,Very Low Value,Few
16406,Recent,Very Low Value,One-Time
16407,Recent,Average Value,Frequent
16409,Needs Attention,Average Value,Occasional
16411,Recent,Very Low Value,Few
16412,Needs Attention,Very Low Value,One-Time
16413,Needs Attention,Very Low Value,One-Time
16414,Recent,Very Low Value,Few
16415,Needs Attention,Very Low Value,One-Time
16416,Recent,Average Value,Few
16418,Needs Attention,Low Value,Few
16419,At Risk,Low Value,Frequent
16422,Recent,High Value,Frequent
16423,Recent,Low Value,One-Time
16424,Churned,Very Low Value,One-Time
16425,Churned,Low Value,One-Time
16426,Recent,Average Value,Frequent
16427,Churned,Very Low Value,Few
16429,At Risk,Very Low Value,One-Time
16430,Needs Attention,Low Value,One-Time
16431,Churned,Low Value,Few
16432,Needs Attention,Very Low Value,One-Time
16433,Recent,Very Low Value,One-Time
16434,Recent,Average Value,Frequent
16438,Recent,Low Value,Occasional
16440,Recent,Average Value,Occasional
16441,Needs Attention,Low Value,Few
16442,Recent,Low Value,Few
16444,Needs Attention,Low Value,Occasional
16445,Needs Attention,Very Low Value,One-Time
16446,Recent,High Value,Few
16447,At Risk,Very Low Value,One-Time
16448,Churned,Very Low Value,One-Time
16449,Churned,Low Value,Few
16450,At Risk,Low Value,One-Time
16451,Needs Attention,Very Low Value,One-Time
16454,Needs Attention,Very Low Value,One-Time
16455,Needs Attention,Average Value,Frequent
16456,At Risk,Average Value,Occasional
16457,Churned,Very Low Value,One-Time
16458,Recent,Average Value,Frequent
16460,Recent,Low Value,Few
16461,At Risk,Very Low Value,One-Time
16462,Needs Attention,Very Low Value,Few
16463,Recent,Average Value,Occasional
16464,Recent,Average Value,Few
16466,Needs Attention,Average Value,Frequent
16468,Needs Attention,Very Low Value,One-Time
16469,Recent,Low Value,Occasional
16470,Needs Attention,Low Value,Occasional
16471,Churned,Very Low Value,One-Time
16473,At Risk,Low Value,Few
16474,Recent,Average Value,Frequent
16475,Needs Attention,Low Value,Occasional
16477,Needs Attention,Average Value,Frequent
16478,Recent,Low Value,Few
16479,Recent,Low Value,Few
16480,Needs Attention,Low Value,One-Time
16482,Recent,Very Low Value,One-Time
16483,Churned,Very Low Value,One-Time
16484,At Risk,Low Value,Few
16485,Needs Attention,Low Value,One-Time
16488,Needs Attention,Low Value,Few
16491,Needs Attention,Low Value,One-Time
16493,Needs Attention,Average Value,Occasional
16494,Churned,Low Value,One-Time
16495,Recent,Low Value,Few
16496,Recent,Average Value,Few
16497,Needs Attention,Average Value,Frequent
16498,At Risk,Very Low Value,Few
16499,Churned,Low Value,Few
16500,Recent,Low Value,Frequent
16503,At Risk,Average Value,Occasional
16504,Recent,Low Value,One-Time
16505,Needs Attention,Low Value,One-Time
16506,Recent,Very Low Value,Few
16509,Churned,Low Value,One-Time
16510,Churned,Very Low Value,One-Time
16511,Recent,Low Value,Few
16513,Recent,Low Value,Occasional
16515,Needs Attention,Average Value,Occasional
16516,Recent,Very Low Value,One-Time
16517,Churned,Very Low Value,One-Time
16518,Needs Attention,Low Value,Few
16519,Recent,Very Low Value,Few
16520,Churned,Average Value,Few
16523,Recent,High Value,Frequent
16525,Recent,High Value,Frequent
16526,At Risk,Very Low Value,One-Time
16527,Needs Attention,Very Low Value,One-Time
16528,Recent,Very Low Value,One-Time
16529,Churned,Low Value,One-Time
16531,Recent,Average Value,Frequent
16532,Recent,High Value,Few
16533,Recent,Average Value,Few
16535,Recent,Low Value,One-Time
16536,At Risk,Low Value,One-Time
16539,Recent,Average Value,Occasional
16542,Needs Attention,Very Low Value,One-Time
16545,At Risk,Low Value,One-Time
16546,Churned,Low Value,Few
16549,Recent,Average Value,Frequent
16550,At Risk,Average Value,Occasional
16551,At Risk,Low Value,Few
16552,Churned,Low Value,Few
16553,At Risk,High Value,Frequent
16554,Needs Attention,Low Value,Few
16555,Needs Attention,Very Low Value,Few
16556,Needs Attention,Average Value,Frequent
16557,Recent,Very Low Value,Few
16558,Recent,High Value,Frequent
16560,Recent,Low Value,Few
16561,Recent,Low Value,Few
16563,Needs Attention,Average Value,One-Time
16565,Churned,Very Low Value,One-Time
16566,Recent,Low Value,Occasional
16567,Churned,Low Value,Few
16569,Recent,Very Low Value,One-Time
16570,Recent,Average Value,Frequent
16571,Recent,Average Value,Few
16572,At Risk,Average Value,Few
16573,Needs Attention,Low Value,Few
16574,Needs Attention,Low Value,One-Time
16581,Churned,Very Low Value,One-Time
16582,At Risk,Low Value,One-Time
16583,Churned,Very Low Value,One-Time
16584,Needs Attention,Low Value,Few
16586,Churned,Low Value,One-Time
16587,Churned,Very Low Value,One-Time
16589,Needs Attention,Low Value,Few
16591,Needs Attention,Very Low Value,One-Time
16592,Recent,Average Value,Frequent
16593,Needs Attention,Low Value,Few
16594,Needs Attention,Very Low Value,One-Time
16595,Needs Attention,Low Value,One-Time
16596,Recent,Very Low Value,Few
16597,Recent,Very Low Value,One-Time
16598,Churned,Very Low Value,One-Time
16600,Recent,Low Value,Frequent
16601,Needs Attention,Very Low Value,One-Time
16602,Needs Attention,Low Value,One-Time
16603,Needs Attention,Low Value,Few
16607,Recent,Average Value,Frequent
16609,Recent,High Value,Frequent
16610,Churned,Very Low Value,One-Time
16611,Churned,Very Low Value,One-Time
16612,Needs Attention,Average Value,Occasional
16613,Needs Attention,Low Value,One-Time
16614,Churned,Low Value,One-Time
16616,Recent,Low Value,Few
16617,Churned,Very Low Value,One-Time
16618,Recent,Average Value,Occasional
16619,Churned,Very Low Value,One-Time
16620,Recent,Very Low Value,Few
16621,Needs Attention,Low Value,Occasional
16623,Churned,Very Low Value,One-Time
16624,Needs Attention,Low Value,Few
16625,Churned,Low Value,One-Time
16626,Recent,Average Value,Frequent
16627,Needs Attention,Low Value,One-Time
16628,Recent,Average Value,Occasional
16629,Needs Attention,Low Value,Few
16633,Recent,Average Value,Frequent
16634,Churned,Very Low Value,Few
16637,Needs Attention,Average Value,Occasional
16638,Recent,Average Value,Frequent
16639,Recent,Average Value,Few
